time,ax,ay,az
0.71,0.07690182832329846,-0.008031555976274718,-9.757109949622905
0.72,-0.001791301955497577,-0.024208697562436852,-9.836607194508655
0.73,0.07823218279070032,-0.0483123159876627,-9.82942841102456
0.74,-0.13098725520448723,-0.008768922794934537,-9.866193920256281
0.75,0.04109512521876119,0.024575282362339183,-9.791097686978606
0.76,0.004352353411908562,-0.00046442807839078737,-9.687006400748531
0.77,-0.014950367523293373,0.015349053634311889,-9.77092513802697
0.78,0.004588038826775115,0.09067038492577116,-9.853214263097028
0.79,-0.09937844573004465,-0.017143943077878206,-9.753218970725428
0.8,-0.010983594391875597,0.01391743173223348,-9.825833977296712
0.81,0.017855628575587323,-0.025460668129956728,-9.741275750928622
0.8200000000000001,0.07389470223707581,-0.04231798599434865,-9.769666179891782
0.8300000000000001,-0.02591351091368237,-0.029245382670888494,-9.957157078273587
0.84,-0.040424680144659386,-0.023937928576084427,-9.860203981647752
0.85,-0.02508785217922683,0.01797378987735628,-9.76278073885823
0.86,0.04577010588510371,0.11745378933503788,-9.80241713639275
0.87,0.016437555482984225,-0.03580217181379202,-9.861187797385393
0.88,-0.02648801018835194,-0.02083126528077313,-9.841679475774692
0.89,0.025663371655667806,-0.003156150655562413,-9.90531183100447
0.9,0.004853877467402019,0.019789942435487356,-9.814418664376321
0.91,0.04843224952664446,0.013177540597739248,-9.699465513699213
0.92,-0.03510265469386762,0.06420478969740587,-9.769753330463384
0.93,-0.016383107329888413,-0.12131960352676041,-9.700479149940579
0.9400000000000001,-0.019605407656607884,-0.11934649350978364,-9.7658801455105
0.9500000000000001,-0.07317574740660593,-0.024793908600507467,-9.758626032832366
0.96,0.014806013853228803,0.05486500937718544,-9.71129606561275
0.97,0.013052763608994468,-0.07828240158027983,-9.791136837032889
0.98,0.0002556728321230445,-0.15038161698468788,-9.819361366075345
0.99,-0.011729356668757346,0.028558970310960437,-9.7583671241689
1.0,-0.07076853710252072,0.012182861185135722,-9.737307988143906
1.01,-0.021032266138267953,-0.05451042033997149,-9.833998232135611
1.02,-0.017135725826338474,-0.0492769800360465,-9.846078454117002
1.03,-0.04011386346108095,-0.048487185981733724,-9.803057198378456
1.04,-0.008064285583300457,0.0055267658736970066,-9.768425056653417
1.05,0.020202542840726923,-0.03131576380915035,-9.770095447566922
1.06,0.09430929506052652,0.024703195948775986,-9.881208380009381
1.07,0.008728890641591948,-0.14273133314521955,-9.714419696646834
1.08,0.01287751953613822,-0.04284259325638997,-9.842058246469843
1.09,-0.003722295788308361,-0.05630269804555252,-9.823253249844429
1.1,-0.09593856076495208,-0.01281703391862461,-9.85513271799939
1.11,-0.001325693772460844,-0.02690238792450693,-9.675083558203147
1.12,0.003011510497051322,0.03989218899478833,-9.797896466485602
1.1300000000000001,0.12316210562426431,-0.09296683858300288,-9.852548754034078
1.1400000000000001,-0.009618048239056126,0.0022745738165376,-9.766803822501878
1.1500000000000001,0.015077367116680625,0.027916821160585276,-9.7715432110345
1.16,-0.0017355884852621657,0.09283237182809774,-9.819386351178995
1.17,-0.05843390188097661,-0.02408829855467376,-9.767969664360832
1.18,0.05714114072575103,0.016222930217625855,-9.851264598041544
1.19,0.03759665163433871,-0.09019313962811826,-9.834645913747464
1.2,0.03955159735215235,-0.11959781021565119,-9.910510832728304
1.21,-0.045469372739736946,0.042238718789085,-9.876197554210979
1.22,0.07013971554680497,-0.0002780146824035283,-9.719618459716466
1.23,-0.07009255313961404,0.05892563448992114,-9.727928568613885
1.24,0.029342854690013517,-0.06867014444848746,-9.806710567567553
1.25,0.10952278129049893,0.02599510697643763,-9.726853427640508
1.26,-0.04952681625653442,0.09344089202719266,-9.818003724330415
1.27,-0.028314886480138596,0.020985280417863295,-9.822170515128397
1.28,0.004982568254382061,0.01382907527955244,-9.807174467576722
1.29,-0.02517378270580996,0.0004278040412174916,-9.816246079766179
1.3,-0.07753317155330663,-0.07854407285629561,-9.82075981617801
1.31,0.0034281487403013664,0.06777864678551741,-9.752830094642523
1.32,-0.053115185686305244,-0.03054288199025329,-9.80249321730219
1.33,0.02367962153175908,0.02522416281915085,-9.77437591177831
1.34,-0.04597121171169016,-0.07815171532856269,-9.758430973736134
1.35,0.07749672025087698,-0.05897298322538902,-9.790590710217264
1.36,-0.03916266461681186,0.07175436996111177,-9.858513566295413
1.37,-0.01610307581028378,-0.017365114447892148,-9.877643294448202
1.3800000000000001,0.04067586086848349,0.07266377380212723,-9.802560968259636
1.3900000000000001,-0.061543215821697764,-0.003911532952925891,-9.818562815241247
1.4000000000000001,0.011372996730206471,-0.09209488864789288,-9.805630428553995
1.41,0.06535713771412141,0.044603379986586034,-9.81080270196243
1.42,-0.08037416172806139,-0.029494615887780393,-9.680821316991672
1.43,0.009231692926615211,0.03493444067585218,-9.876511312782068
1.44,0.012994139712421178,0.001260543377004106,-9.909497313491057
1.45,0.03909114358886552,-0.07715591139714352,-9.79338115832402
1.46,-0.0618475355439041,0.008214738268528454,-9.82882112772941
1.47,-0.06602283065421381,0.10981115710763996,-9.794196606513504
1.48,0.026097078280844885,0.02464932292572296,-9.7808058488858
1.49,0.014849233661659304,-0.0028758876502731567,-9.745794765241056
1.5,0.012524642517293828,0.05376717009784489,-9.885361291019198
1.51,0.017322410474848785,0.010533423260155541,-9.837835894892859
1.52,-0.034001236078924545,0.010476711513139718,-9.788561937055963
1.53,0.011612684858050178,-0.05458125860795513,-9.77147682021564
1.54,0.014653623664934064,0.011692401289479919,-9.700327522485582
1.55,-0.03571757090131839,0.051772170820847244,-9.762214801444307
1.56,0.09328872555723783,-0.041803107605001236,-9.812839429794314
1.57,0.023691646045589376,0.07122479106234739,-9.854521787647133
1.58,-0.059565174860132436,-0.004585301207256299,-9.838214492635952
1.59,0.032827680431691486,-0.04438847557692704,-9.839635141147856
1.6,-0.04873408351136607,0.04988160384601223,-9.777238318574312
1.61,0.039354230187122606,-0.014339711786913465,-9.797150127720709
1.62,0.05792977895037021,0.0379757443743054,-9.876182478542109
1.6300000000000001,-0.041034115917585524,-0.014587931612926859,-9.831795073454522
1.6400000000000001,0.04816880646221609,-0.002991307176495185,-9.76612262232743
1.6500000000000001,0.020639046346824917,0.02467801021671458,-9.792416882251297
1.6600000000000001,0.0411030079997245,0.014544852879500296,-9.781567769199363
1.67,0.09483964913269738,-0.09977658902258693,-9.790853914497138
1.68,-0.012269405800143525,-0.05606218700471959,-9.728678463269558
1.69,-0.037686808217874485,0.046470499239540775,-9.798197846808781
1.7,-0.04447572148127617,-0.006606829445077363,-9.829301139893536
1.71,-0.04079051424827192,-0.02618656513857109,-9.855787752056678
1.72,-0.0038550854707052103,-0.06792870076287372,-9.797519527089515
1.73,0.017057598740832194,-0.05398681606379242,-9.932035200738754
1.74,0.013834539966500954,-0.10108993199809738,-9.819214450091636
1.75,0.04135916245180119,-0.005064035935076644,-9.820291992996067
1.76,0.000650094593895351,-0.029921879029052346,-9.878223542680864
1.77,0.07267670385786584,-0.04832939454926576,-9.8564132919328
1.78,-0.013232841661897804,-0.003406171258397655,-9.769517123492589
1.79,0.13600845832948094,0.018198531542636908,-9.798464412546252
1.8,0.03128336738825031,0.10465989661049724,-9.804910583314633
1.81,-0.04285787782081413,-0.07559417097816068,-9.7946826233034
1.82,-0.053544624903055615,0.057969052165026104,-9.805368620602554
1.83,0.024123620762159265,0.0486550780507536,-9.747856871857085
1.84,-0.011173139266292546,-0.03895463696883503,-9.803828540914818
1.85,0.0357000247046046,0.010161797729301552,-9.882910655690939
1.86,0.023661881228677243,-0.022881662466880764,-9.72849350175628
1.87,-0.0036414456328436387,0.009284429020936947,-9.791482986633559
1.8800000000000001,-0.04233968590342025,0.07545655067022754,-9.839462686539754
1.8900000000000001,-0.07574236123429323,0.03028031163156565,-9.872670085914752
1.9000000000000001,-0.022325747603351057,0.025430418661672102,-9.790204288952099
1.9100000000000001,0.04281993971617362,-0.02151546599773212,-9.815858600248719
1.92,0.010704687206510199,-0.07420283324621677,-9.73129266069838
1.93,-0.062286938935599404,-0.010423410527020395,-9.827295364033342
1.94,0.0086590462925591,0.06033040774319576,-9.851869039484123
1.95,0.01926586898644184,-0.07635839282948238,-9.765210189088204
1.96,-0.044192871810056655,-0.052754468408834757,-9.76373590536416
1.97,0.007686255297276396,0.006313386811703409,-9.80156743161949
1.98,0.002910435922299995,-0.04923273924236313,-9.776182147616256
1.99,-0.05714851489153116,-0.03962617235576063,-9.811884356037112
2.0,0.017889368017414167,-0.021179929086408856,-9.798306744949539
2.0100000000000002,0.02803922631841172,-0.06828087020950747,-9.751750455871804
2.02,0.05415256215876385,-0.04870609231081842,-9.778734083298925
2.0300000000000002,0.05269010260174515,0.03517139583936544,-9.81846372191663
2.04,-0.06888346839785456,-0.0653684891115482,-9.742381872703692
2.05,-0.04689125199575614,-0.07989360672474188,-9.928242768639576
2.06,0.02575176336043299,-0.03150124897669472,-9.707396334428903
2.07,0.025689297545610442,0.03659777512549229,-9.895297954744537
2.08,0.0257523843153024,-0.009846090399844479,-9.841354641238615
2.09,0.19263657453273608,-0.02322905390578092,-9.812045876759754
2.1,0.02854452553465835,0.0022179398757803527,-9.817324033536408
2.11,0.05677828200902995,-0.08728537164298261,-9.759679447998673
2.12,0.04770008817466012,0.024735282688751623,-9.862891830930511
2.13,0.0325695625652899,0.019171751570182208,-9.796961659125847
2.14,-0.015763462232017283,-0.020465423704786063,-9.838910604910987
2.15,0.03794846102466337,0.05029622558982083,-9.79524295103313
2.16,-0.038641260726878596,-0.05637480494765194,-9.813238612989894
2.17,-0.011840930337000444,0.056395449662678454,-9.805353217365852
2.18,-0.024268177391455176,0.007724683279762556,-9.837496241623217
2.19,0.004093706969316128,-0.01682762949390867,-9.835503197504805
2.2,0.11573292833367543,-0.0009936817684155785,-9.79563637429863
2.21,-0.09336325962958741,-0.0053632382905470875,-9.762814224712198
2.22,0.03431300951872567,0.06101414482088585,-9.839913966709894
2.23,-0.08063579355948258,-0.05383395637355068,-9.853438377228645
2.24,-0.023596593289471675,-0.03812596195732992,-9.779326991716408
2.25,0.05444752984836831,0.05181514460362399,-9.811625194652885
2.2600000000000002,0.003214000954773139,-0.029776746759192965,-9.768475093300703
2.27,-0.05388723889646531,0.045026653866579586,-9.855289860668558
2.2800000000000002,-0.035765185462998415,0.08497179915043548,-9.898971946271171
2.29,0.033979887446733796,-0.020089751347081686,-9.836650204091317
2.3000000000000003,-0.036518331585856836,0.03406811632876527,-9.848317630463251
2.31,0.010822929479098744,-0.05768461406699293,-9.813939420004015
2.32,0.0022785919951906894,0.03773666490339046,-9.84184226071352
2.33,-0.03258001738029086,0.009971199299338356,-9.772949152433178
2.34,0.1071972044662663,0.023651914108010763,-9.824407513121127
2.35,0.03169595111590056,-0.032278603601769755,-9.802476275061306
2.36,-0.10125712933288036,-0.08305417077835864,-9.802118272077953
2.37,0.009322715738471382,0.02516260323747524,-9.800252245379392
2.38,-0.0330893232384194,-0.10317015762397273,-9.811206455522749
2.39,0.0426216667398112,-0.015867524612126743,-9.784469965479484
2.4,-0.039626036921635036,0.04705909332099849,-9.84978275669129
2.41,-0.005736822073344951,0.009594886793651804,-9.740029103667306
2.42,0.025249363949022857,0.09741713223949067,-9.821826869168428
2.43,0.043287759708506075,0.051255457629088674,-9.875577456894934
2.44,-0.060014820352788815,-0.03269491941627883,-9.800596332150413
2.45,-0.01672506179204742,0.0013656689925719335,-9.852559024122375
2.46,-0.02374726555804781,-0.0023685351272217975,-9.776733273274557
2.47,-0.0326664616286856,-0.07910883816730636,-9.699519721197882
2.48,0.08827271201405484,-0.04701994582421767,-9.849328604577893
2.49,0.020249085548047777,-0.028038045348993013,-9.7933813833388
2.5,-0.06304419771675226,-0.10181102514279683,-9.897775279435232
2.5100000000000002,0.045893097352738804,0.002374673412582148,-9.787304738527933
2.52,0.10610780985063167,-0.012453592232652036,-9.854285689989984
2.5300000000000002,0.05162326302755735,-0.08364469506557871,-9.841241730921725
2.54,-0.07596849829770068,0.020210643263866606,-9.865064324491993
2.5500000000000003,-0.02421170364331257,0.035793637234547974,-9.773392438697265
2.56,0.06334555745933114,0.011351723943244445,-9.759634782126337
2.57,-0.03538347328093904,-0.01620340876044851,-9.808830739267075
2.58,0.022190971407311424,0.029572107587592746,-9.853221335266786
2.59,0.03873170267146684,0.034011018023834556,-9.730523848194807
2.6,-0.04634652357890415,0.015370178485984421,-9.847520506387733
2.61,-0.002976267803090004,-0.04123061252173805,-9.918101614996372
2.62,-0.16206336700345364,0.013830038275559035,-9.787080549502146
2.63,-0.051219382066714496,0.05977403254127395,-9.865238733682077
2.64,-0.012628407569658016,-0.029831452930586512,-9.760569560325042
2.65,-0.062389159098242476,0.10489696695662157,-9.82905688483367
2.66,0.08162056519658177,-0.026281546699269222,-9.779814337972791
2.67,-0.07150706889803164,0.001620350667006811,-9.739924982672392
2.68,-0.02200222433484919,-0.03362427980031681,-9.870442943231037
2.69,0.0065370288643045674,0.011163541796013044,-9.838296856544622
2.7,0.07206366445330578,-0.08711108463176376,-9.813783553632854
2.71,-0.07179310755897197,-0.027302089940836063,-9.733122434048283
2.72,0.058158187607747984,-0.05460606001742836,-9.842919135897024
2.73,0.0005116530509793525,0.006766917394614546,-9.839725184797452
2.74,-0.04907543255239755,0.04972236877544537,-9.78609297122221
2.75,0.02310517371316354,0.03230030935572758,-9.838861436285528
2.7600000000000002,0.009952984778673502,-0.11858296804294462,-9.80237370585512
2.77,-0.030010843857939735,0.10210348264639402,-9.887576871048406
2.7800000000000002,0.003490104249500946,0.014763997031043419,-9.69928350287217
2.79,-0.01926567984308801,-0.03882495702465002,-9.877385461515471
2.8000000000000003,0.005675867262562403,0.007856395949547042,-9.82608763519951
2.81,0.03310653372605234,0.008809491125134619,-9.811624051792105
2.82,0.07930084080726761,-0.033342435847578185,-9.71436559328216
2.83,-0.06189077494134246,0.009895833367103776,-9.876242289046637
2.84,0.10665166873281334,-0.030373614381015365,-9.710814793226064
2.85,-0.0976043899761251,-0.02021809963450114,-9.7721411589449
2.86,-0.007589254751779167,-0.03431395678775422,-9.789145233778838
2.87,0.029415860324228826,-0.07163356448698265,-9.859231684350899
2.88,0.014049593386751633,0.007291823510769195,-9.781442937898097
2.89,-0.03113497599102969,0.029264971825816905,-9.84617433112099
2.9,-0.010406112517863761,0.025744179803818615,-9.74666693734008
2.91,-0.024650046732941643,0.04099626263176172,-9.858553101455387
2.92,-0.029468237847210577,0.01621701050074341,-9.815657924722805
2.93,0.042480104851051234,-0.02663627491084518,-9.837763654400659
2.94,0.017850774298252367,0.04198319322155944,-9.85937614812135
2.95,-0.03464547976303271,-0.06787587699209675,-9.772934009154605
2.96,0.044979993771662535,-0.04503356912562401,-9.78322706262952
2.97,0.015364976043830468,-0.04821000357116224,-9.749549490054951
2.98,0.040643105941948005,0.054002802956965516,-9.898993755410409
2.99,0.03148144209618061,0.04713942570700378,-9.756791464882948
3.0,-0.041449750546103614,0.024365261852249742,-9.684727554732156
3.0100000000000002,-0.02800905200984848,0.053596493260589864,-9.832582054458848
3.02,0.037364680256163095,-0.043964139120599405,-9.715242569394553
3.0300000000000002,0.030518513271673244,0.01742975599304902,-9.823158063602992
3.04,-0.0010450796982074066,-0.006258721419158212,-9.878620486878066
3.0500000000000003,0.0058663691654391,0.042344105194245696,-9.82528162212034
3.06,0.06388324478942124,-0.0057612116276098795,-9.757589801616236
3.0700000000000003,-0.029578569441791498,-0.01924714442050406,-9.851908824116578
3.08,0.027354869058501898,0.0270454259280495,-9.840016932950325
3.09,-0.010109632621694703,0.043808458359561646,-9.780323028385341
3.1,-0.010884060161361016,-0.03341725974234008,-9.809846994163072
3.11,0.05493884259935951,-0.0030537835676188053,-9.780768852375664
3.12,0.041270817449401496,-0.05292203168208264,-9.798108522962083
3.13,0.04067548180003193,-0.12490305087464698,-9.786018734022422
3.14,0.06527394035771646,0.01002298157068645,-9.831615059290478
3.15,0.0010501920816379524,0.0304452678127316,-9.798413452898481
3.16,0.034097648564748194,0.013103340454336277,-9.856368650284796
3.17,-0.015513337829672803,-0.09747808588771836,-9.74557831887483
3.18,0.016208317624422108,-0.01754247150382373,-9.841713735840866
3.19,-0.006507152718384229,-0.11091738800255407,-9.75355762562253
3.2,0.00484979824963591,0.06848505538270924,-9.821680348049144
3.21,0.029757851271845683,-0.05430272910590431,-9.799900049462135
3.22,-0.04091103416167363,0.06277018047299482,-9.834748227544535
3.23,0.10461936378427301,0.047293482184207286,-9.860799771558401
3.24,-0.0503008690749851,-0.04502951762680309,-9.897238019380266
3.25,-0.06070943063938661,-0.05663924756338726,-9.862766207929624
3.2600000000000002,0.05790554367500339,0.017518510819316914,-9.826195442660797
3.27,0.039583134698146796,-0.042216201859153556,-9.799406041058557
3.2800000000000002,0.031205990852607758,0.005124232107910377,-9.759481034335836
3.29,0.031417275463213996,-0.02414137954034592,-9.832287872989843
3.3000000000000003,-0.0006123386423457312,-0.08905792072328167,-9.85409803821336
3.31,-0.04486271857429158,-0.11152340095622296,-9.882135739300136
3.3200000000000003,0.003790227909686317,0.011334212424729859,-9.785996819104795
3.33,-0.03385808557560559,-0.02807788731653127,-9.740840274233534
3.34,0.04875598667088756,-0.027654490845706616,-9.746683486602185
3.35,-0.0073528690751069326,0.034793191954689266,-9.774503362592638
3.36,-0.04127485983962558,0.05867211383162224,-9.778072834136621
3.37,-0.016069292082649674,-0.01362723606809046,-9.725118811014534
3.38,0.020646572713781217,-0.017029935345493075,-9.79339592692916
3.39,-0.028186227640198736,0.025007151655694188,-9.777693516198791
3.4,-0.04111101977832157,-0.06784677848497876,-9.826039193092601
3.41,0.012184360574595616,0.011157652737384852,-9.878102168542739
3.42,0.012248328555436139,0.027594298591107704,-9.84419244502498
3.43,-0.02534715876855649,0.034011510420881456,-9.810457951926733
3.44,-0.02355191528091614,-0.09683763512512325,-9.806960731374936
3.45,0.011602496867881815,-0.038067763490447035,-9.71368570725723
3.46,-0.0724042170748662,-0.043913162641173335,-9.805936141620448
3.47,-0.07037318871882776,0.004994347720460649,-9.751057827798718
3.48,-0.0359222110626218,0.0240372289883992,-9.831753862078816
3.49,-0.010672357585592363,0.07483552037229907,-9.825583794288262
3.5,0.01554537827990023,-0.024748274018403654,-9.876450381861172
3.5100000000000002,0.0737678108474776,-0.024878624915460695,-9.847116400643829
3.52,0.042882981160100975,0.057483600943937355,-9.783650930431813
3.5300000000000002,-0.007996926498171356,0.014828846926515255,-9.809621990980293
3.54,-0.0009508103951344415,0.06338257555939869,-9.76285306900514
3.5500000000000003,-0.050126468231890445,0.014436400150491815,-9.800937302582748
3.56,-0.0009256567996194966,-0.057855830935663544,-9.827622686581888
3.5700000000000003,-0.014432931946006916,-0.06665641773889033,-9.702585156810652
3.58,0.016135928016904475,-0.07757561245294646,-9.814695178435652
3.59,-0.04136154717761615,0.03310259173792366,-9.751849951514735
3.6,0.025967325712058616,0.059429841154350405,-9.830060460327234
3.61,0.0766369456501289,0.09246810706931906,-9.774520026030823
3.62,-0.00543800742284288,0.04215526661616201,-9.763599217042415
3.63,0.020085586104947074,0.058141928876749294,-9.799575401471222
3.64,0.03450719958555563,-0.029000816632684237,-9.92772414613483
3.65,-0.020061023594291814,-0.05782079083719284,-9.809087376957194
3.66,0.011204624090520839,0.042503966620877666,-9.748476997612002
3.67,0.0006296200390897431,0.020884037611970035,-9.783625958348614
3.68,0.0048838049274415865,0.0053722187170446275,-9.787708056238538
3.69,-0.03865048919277333,0.019368574031649495,-9.896112846697877
3.7,0.0012255087129471357,0.016159274122910294,-9.846022753533754
3.71,0.024899914562272488,0.06419084299267806,-9.789432118442429
3.72,0.07255718038975209,0.06474927924084779,-9.789480836160656
3.73,0.047963541304260345,0.027211017617017354,-9.749266660993355
3.74,0.10765912287557783,0.04229014362814641,-9.817243337757306
3.75,-0.03836737814440248,0.025703127621238792,-9.789708795666309
3.7600000000000002,0.04361603183603391,-0.023058486601730946,-9.809181287903435
3.77,0.009167100286917588,0.037828233745657004,-9.859347136825079
3.7800000000000002,0.10949014666088362,-0.06972475344296308,-9.922789566554737
3.79,-0.040414914267757576,0.05269457761479416,-9.788449515393497
3.8000000000000003,-0.04198609210903881,-0.059726146988301754,-9.80130263957936
3.81,-0.02996963227220111,0.014290164339736648,-9.840908752105008
3.8200000000000003,-0.10619478621549035,-0.04225769792130795,-9.890958652825793
3.83,-0.026287751084038052,0.02766944915372134,-9.778513024279563
3.84,-0.037956633077684904,-0.001696261296395444,-9.823296003709778
3.85,0.007519689323810382,-0.07973779790816662,-9.782156263881593
3.86,0.017087798788857973,0.021034981550923943,-9.716797573479413
3.87,0.09380854196079431,-0.02889603884163553,-9.917071544015986
3.88,0.04752119190930251,0.04405733604066846,-9.844980040435118
3.89,-0.028845182783120156,6.628443672036147e-05,-9.820468780665596
3.9,-0.0449207335674179,0.01977104926940191,-9.737258691292668
3.91,0.02459595857532529,-0.0478784477507606,-9.891820150960324
3.92,-0.0660116603510321,-0.029466611571368095,-9.713206948715971
3.93,0.09157293829271769,-0.022931931805054227,-9.803207204921685
3.94,0.05897200603606435,0.04283512401212779,-9.814800033086694
3.95,-0.02345878260523524,0.08386885439027447,-9.819902988160946
3.96,-0.08565672645454388,-0.04025858758714382,-9.831813151609001
3.97,0.06769361870827065,0.05384240723288402,-9.757594162036543
3.98,-0.005726992262630895,-0.10848387088628511,-9.863426037704123
3.99,0.06189081559867309,-0.059709470054614466,-9.792729290917809
4.0,-0.07972138293971837,-0.047938922809338744,-9.829209083285349
4.01,-0.029968751147688644,-0.06762543447203612,-9.848106672425706
4.0200000000000005,0.0002621849859091583,-0.07917941948937901,-9.680701241215806
4.03,0.002349029688237103,0.020649945606889878,-9.789047463262328
4.04,-0.022503273573962184,-0.01070338488639307,-9.779336722766944
4.05,0.031142496617374938,0.018970269880255488,-9.753111160966567
4.0600000000000005,-0.05338102146912972,0.034523634306075655,-9.881067497265928
4.07,-0.007118974251064675,0.013280849658626673,-9.7223854045439
4.08,0.0060147815855949435,0.032888158807518685,-9.935447858924753
4.09,0.025721941702937453,-0.0034766143121134695,-9.848438320501927
4.1,0.03558074390444449,-0.059349669415287236,-9.832951583658945
4.11,-0.05623210459189346,0.05289070904103981,-9.780913831751475
4.12,-0.07670570853678112,-0.02945560663905635,-9.799064086692926
4.13,0.06388384109492545,-0.0467798149381213,-9.81834073703492
4.14,0.016615700598979582,-0.008895893790219909,-9.810599867231387
4.15,-0.03742432682782768,-0.045640545964825655,-9.858901151176129
4.16,0.07755759877612615,-0.020871519099471613,-9.884861619724209
4.17,0.005783731714642934,0.017202696078173325,-9.773674418883198
4.18,0.058964859203191326,0.017417086962306344,-9.775314694373192
4.19,0.0033759240705054476,-0.04489150332128147,-9.730775281242147
4.2,0.10303739624409936,-0.02438526864743723,-9.84950085484076
4.21,0.08776704212216023,0.05371665023851219,-9.775359239484954
4.22,-0.012448207423953675,0.024820005886697055,-9.824185336418237
4.23,0.048578547547717774,0.10375325196742709,-9.750476250740327
4.24,0.03226879747925738,0.059006408687076385,-9.758901861166093
4.25,0.06843157787661744,0.057214653427996955,-9.799439530038777
4.26,-0.048246173029005225,-0.0693934275227901,-9.8269765078333
